Name	ISIN	Symbol	Market	Trading Currency	Open	High	Low	Last	Last Date/Time	Time Zone	Volume	Turnover
European Equities
02 Jun 2021
All datapoints provided as of end of last active trading day.
1000MERCIS	FR0010285965	ALMIL	Euronext Growth Paris	EUR	19.20	19.20	19.20	19.20	02/06/21 09:00	CET	111	2131.20
2CRSI	FR0013341781	2CRSI	Euronext Paris	EUR	4.68	4.68	4.60	4.60	02/06/21 17:39	CET	10607	49009.09
2MX ORGANIC	FR0014000T90	2MX	Euronext Paris	EUR	9.95	9.95	9.84	9.84	02/06/21 17:35	CET	5053	50024.84
2MX ORGANIC BS	FR0014000TB2	2MXBS	Euronext Paris	EUR	0.42	0.42	0.42	0.42	14/05/21 11:32	CET	16445	6906.90
A TOUTE VITESSE	FR0010050773	MLATV	Euronext Access Paris	EUR	1.48	1.48	1.35	1.35	13/11/19 16:53	CET	378	521.87
A.S.T. GROUPE	FR0000076887	ASP	Euronext Paris	EUR	7.46	7.58	7.44	7.46	02/06/21 17:29	CET	1908	14316.36
AB SCIENCE	FR0010557264	AB	Euronext Paris	EUR	10.70	11.88	10.70	11.18	31/05/21 17:35	CET	396344	4480257.95
ABC ARBITRAGE	FR0004040608	ABCA	Euronext Paris	EUR	7.25	7.25	7.16	7.18	02/06/21 17:35	CET	17915	128745.19
ABEO	FR0013185857	ABEO	Euronext Paris	EUR	11.00	11.20	11.00	11.05	02/06/21 17:09	CET	829	9157.25
ABIONYX PHARMA	FR0012616852	ABNX	Euronext Paris	EUR	1.408	1.49	1.33	1.38	02/06/21 17:35	CET	662199	936938.45
ABIVAX	FR0012333284	ABVX	Euronext Paris	EUR	28.45	28.90	28.05	28.10	02/06/21 17:35	CET	9926	281172.90
ACANTHE DEV.	FR0000064602	ACAN	Euronext Paris	EUR	0.429	0.434	0.429	0.43	02/06/21 16:34	CET	32105	13859.312
ACCOR	FR0000120404	AC	Euronext Paris	EUR	34.18	34.40	33.94	34.33	02/06/21 17:35	CET	600355	20565132.36
ACCOR AC PROMESSES	FR0014003PZ3	AAC	Euronext Paris	EUR	9.95	9.95	9.85	9.95	02/06/21 17:35	CET	467038	4630077.968
ACCOR NV21	FR00140015P7	ACNV	Euronext Paris	EUR	-	-	-	-	-	CET	-	-
ACHETER-LOUER.FR	FR0010493510	ALALO	Euronext Growth Paris	EUR	0.0446	0.046	0.0432	0.0457	02/06/21 17:35	CET	6228527	281091.0627
ACTEOS	FR0000076861	EOS	Euronext Paris	EUR	2.62	2.62	2.56	2.58	02/06/21 16:16	CET	1208	3126.01
ACTIA GROUP	FR0000076655	ATI	Euronext Paris	EUR	3.03	3.03	2.89	2.99	02/06/21 17:35	CET	18135	53503.30
ACTIPLAY (GROUPE)	FR0011038348	ALACT	Euronext Growth Paris	EUR	3.195	3.29	2.905	2.955	02/06/21 17:35	CET	279853	862549.995
ACTIVIUM GROUP	FR0010979377	MLACT	Euronext Access Paris	EUR	1.47	1.47	1.47	1.47	02/06/21 16:30	CET	100	147.00
ADA	FR0000053076	ALADA	Euronext Growth Paris	EUR	10.00	10.50	10.00	10.50	02/06/21 17:24	CET	746	7634.50
ADC SIIC	BE0974269012	ALDV	Euronext Paris	EUR	0.133	0.133	0.133	0.133	02/06/21 16:30	CET	100	13.30
ADEUNIS	FR0013284627	ALARF	Euronext Growth Paris	EUR	2.46	2.60	2.46	2.57	02/06/21 17:07	CET	4657	11875.59
ADL PARTNER	FR0000062978	ALP	Euronext Paris	EUR	18.20	18.20	17.50	18.15	02/06/21 16:19	CET	2946	52633.00
ADOCIA	FR0011184241	ADOC	Euronext Paris	EUR	9.31	10.80	9.31	10.02	02/06/21 17:35	CET	76959	779251.72
ADOMOS	FR0013247244	ALADO	Euronext Growth Paris	EUR	0.20	0.225	0.198	0.2175	02/06/21 17:35	CET	468394	98976.7939
ADP	FR0010340141	ADP	Euronext Paris	EUR	116.00	116.90	114.50	114.95	02/06/21 17:35	CET	59440	6845405.10
ADTHINK	FR0010457531	ALADM	Euronext Growth Paris	EUR	2.04	2.05	1.955	1.99	02/06/21 17:35	CET	40743	81043.635
ADUX	FR0012821890	ADUX	Euronext Paris, Amsterdam	EUR	2.12	2.13	2.10	2.13	02/06/21 17:35	CET	2238	4728.06
ADVENIS	FR0004152874	ADV	Euronext Paris	EUR	2.10	2.10	2.08	2.08	02/06/21 10:13	CET	2367	4931.16
ADVICENNE	FR0013296746	ADVIC	Euronext Paris, Brussels	EUR	9.30	9.53	8.99	8.99	02/06/21 17:35	CET	34323	317316.17
ADVINI	FR0000053043	ADVI	Euronext Paris	EUR	20.60	20.80	20.60	20.80	02/06/21 15:21	CET	258	5366.20
AERKOMM INC	US00774B2088	AKOM	Euronext Paris	EUR	4.78	4.78	4.78	4.78	02/06/21 09:00	CET	1	4.78
AG3I	FR0011908045	MLAGI	Euronext Access Paris	EUR	3.46	3.46	3.46	3.46	08/11/19 16:30	CET	2	6.92
AGP MALAGA SOCIMI	ES0105478004	MLAGP	Euronext Access Paris	EUR	2.95	2.95	2.95	2.95	23/11/20 11:52	CET	2000	5900.00
AGRIPOWER	FR0013452281	ALAGP	Euronext Growth Paris	EUR	8.20	8.22	8.14	8.16	02/06/21 16:34	CET	2571	21054.10
AGROGENERATION	FR0010641449	ALAGR	Euronext Growth Paris	EUR	0.1695	0.173	0.16	0.165	02/06/21 15:38	CET	466369	77911.9765
AIR FRANCE -KLM	FR0000031122	AF	Euronext Paris, Amsterdam	EUR	4.798	4.944	4.781	4.917	02/06/21 17:36	CET	6729268	32913982.463
AIR LIQUIDE	FR0000120073	AI	Euronext Paris	EUR	139.84	140.96	139.78	140.62	02/06/21 17:35	CET	644344	90559832.32
AIR MARINE	FR0013285103	MLAIM	Euronext Access Paris	EUR	1.85	1.85	1.85	1.85	02/06/21 16:30	CET	10	18.50
AIRBUS	NL0000235190	AIR	Euronext Paris	EUR	109.72	110.96	109.24	110.70	02/06/21 17:38	CET	1660110	183229203.28
AKKA TECHNOLOGIES	FR0004180537	AKA	Euronext Paris, Brussels	EUR	23.86	24.16	23.74	23.94	02/06/21 17:35	CET	30352	727584.22
