Name	ISIN	Symbol	Market	Trading Currency	Open	High	Low	Last	Last Date/Time	Time Zone	Volume	Turnover
European Equities
14 Oct 2020
All datapoints provided as of end of last active trading day.
1000MERCIS	FR0010285965	ALMIL	Euronext Growth Paris	EUR	15.9	16	15.9	16	14/10/20 17:35	CET	1218	19480.2
SOLUTIONS 30 SE	FR0013379484	S30	Euronext Paris	EUR	18.95	19.16	18.65	18.66	14/10/20 17:35	CET	176168	3320627.42
2CRSI	FR0013341781	2CRSI	Euronext Paris	EUR	4.19	4.21	3.71	3.845	14/10/20 17:35	CET	127039	507028.115
A TOUTE VITESSE	FR0010050773	MLATV	Euronext Access Paris	EUR	1.48	1.48	1.35	1.35	13/11/19 16:53	CET	378	521.87
A.S.T. GROUPE	FR0000076887	ASP	Euronext Paris	EUR	4.01	4.12	4.00	4.00	14/10/20 17:35	CET	2161	8748.44
AB SCIENCE	FR0010557264	AB	Euronext Paris	EUR	10.40	11.66	10.40	10.80	14/10/20 17:35	CET	441100	4875358.52
ABC ARBITRAGE	FR0004040608	ABCA	Euronext Paris	EUR	7.40	7.44	7.38	7.38	14/10/20 17:35	CET	29714	220087.93
ABEO	FR0013185857	ABEO	Euronext Paris	EUR	7.02	7.04	7.02	7.04	14/10/20 10:14	CET	131	922.22
ABIONYX PHARMA	FR0012616852	ABNX	Euronext Paris	EUR	0.743	0.746	0.723	0.734	14/10/20 17:35	CET	150031	110067.963
ABIVAX	FR0012333284	ABVX	Euronext Paris	EUR	19.46	19.78	19.30	19.30	14/10/20 17:35	CET	3314	64700.52
ACANTHE DEV.	FR0000064602	ACAN	Euronext Paris	EUR	0.428	0.428	0.417	0.417	14/10/20 15:50	CET	4000	1679.00
ACCOR	FR0000120404	AC	Euronext Paris	EUR	23.97	24.55	23.56	24.04	14/10/20 17:35	CET	1052268	25365116.05
ACHETER-LOUER.FR	FR0010493510	ALALO	Euronext Growth Paris	EUR	0.0179	0.0184	0.0177	0.0177	14/10/20 17:35	CET	1412378	25265.4687
ACTEOS	FR0000076861	EOS	Euronext Paris	EUR	1.49	1.59	1.455	1.46	14/10/20 17:20	CET	26747	40282.96
ACTIA GROUP	FR0000076655	ATI	Euronext Paris	EUR	2.20	2.245	2.18	2.22	14/10/20 16:24	CET	34881	76831.85
ACTIPLAY (GROUPE)	FR0011038348	ALACT	Euronext Growth Paris	EUR	0.56	0.56	0.514	0.548	14/10/20 17:37	CET	35802	19057.396
ACTIVIUM GROUP	FR0010979377	MLACT	Euronext Access Paris	EUR	1.52	1.52	1.52	1.52	09/10/20 16:30	CET	621	943.92
ADA	FR0000053076	ALADA	Euronext Growth Paris	EUR	7.95	7.95	7.95	7.95	14/10/20 09:00	CET	1	7.95
ADC SIIC	BE0974269012	ALDV	Euronext Paris	EUR	0.083	0.083	0.083	0.083	28/09/20 16:30	CET	3739	310.34
ADEUNIS	FR0013284627	ALARF	Euronext Growth Paris	EUR	2.83	2.83	2.77	2.77	14/10/20 14:03	CET	1944	5462.36
ADL PARTNER	FR0000062978	ALP	Euronext Paris	EUR	11.85	12.00	11.60	11.60	14/10/20 16:52	CET	2291	27264.50
ADOCIA	FR0011184241	ADOC	Euronext Paris	EUR	7.53	7.53	7.37	7.37	14/10/20 17:35	CET	4059	30281.83
ADOMOS	FR0013247244	ALADO	Euronext Growth Paris	EUR	0.368	0.374	0.35	0.36	14/10/20 17:14	CET	444428	157806.429
ADP	FR0010340141	ADP	Euronext Paris	EUR	81.60	83.55	80.20	83.40	14/10/20 17:35	CET	99214	8175540.50
ADTHINK	FR0010457531	ALADM	Euronext Growth Paris	EUR	1.20	1.20	1.10	1.13	14/10/20 17:35	CET	41377	46362.39
