Name	ISIN	Symbol	Market	Trading Currency	Open	High	Low	Last	Last Date/Time	Time Zone	Volume	Turnover
European Equities
07 Jun 2021
All datapoints provided as of end of last active trading day.
1000MERCIS	FR0010285965	ALMIL	Euronext Growth Paris	EUR	18.65	18.70	18.65	18.70	07/06/21 13:06	CET	44	822.60
2CRSI	FR0013341781	2CRSI	Euronext Paris	EUR	4.55	4.55	4.455	4.455	07/06/21 17:35	CET	16044	72107.075
2MX ORGANIC	FR0014000T90	2MX	Euronext Paris	EUR	9.961	9.999	9.88	9.975	07/06/21 17:35	CET	7944	78889.308
2MX ORGANIC BS	FR0014000TB2	2MXBS	Euronext Paris	EUR	0.42	0.42	0.42	0.42	14/05/21 11:32	CET	16445	6906.90
A TOUTE VITESSE	FR0010050773	MLATV	Euronext Access Paris	EUR	1.48	1.48	1.35	1.35	13/11/19 16:53	CET	378	521.87
A.S.T. GROUPE	FR0000076887	ASP	Euronext Paris	EUR	7.52	7.80	7.48	7.48	07/06/21 17:09	CET	10744	82048.66
AB SCIENCE	FR0010557264	AB	Euronext Paris	EUR	10.70	11.88	10.70	11.18	31/05/21 17:35	CET	396344	4480257.95
ABC ARBITRAGE	FR0004040608	ABCA	Euronext Paris	EUR	7.02	7.06	6.84	6.87	07/06/21 17:35	CET	199543	1388129.27
ABEO	FR0013185857	ABEO	Euronext Paris	EUR	12.00	13.00	12.00	12.70	07/06/21 17:35	CET	5340	67408.85
ABIONYX PHARMA	FR0012616852	ABNX	Euronext Paris	EUR	1.282	1.332	1.262	1.262	07/06/21 17:35	CET	183226	238903.514
ABIVAX	FR0012333284	ABVX	Euronext Paris	EUR	28.00	28.15	27.10	27.50	07/06/21 17:35	CET	22893	630795.55
ABO GROUP	BE0974278104	ABO	Euronext Brussels, Paris	EUR	6.35	6.35	6.35	6.35	07/06/21 09:54	CET	65	412.75
ACANTHE DEV.	FR0000064602	ACAN	Euronext Paris	EUR	0.425	0.426	0.425	0.426	07/06/21 14:42	CET	20445	8699.952
ACCOR	FR0000120404	AC	Euronext Paris	EUR	34.00	34.12	33.61	33.93	07/06/21 17:35	CET	678603	22980813.11
ACCOR AC SHARES	FR0014003PZ3	AAC	Euronext Paris	EUR	9.85	9.934	9.82	9.85	07/06/21 17:35	CET	187025	1842249.438
ACCOR NV21	FR00140015P7	ACNV	Euronext Paris	EUR	-	-	-	-	-	CET	-	-
ACHETER-LOUER.FR	FR0010493510	ALALO	Euronext Growth Paris	EUR	0.045	0.045	0.043	0.0436	07/06/21 17:29	CET	1322230	57440.8547
ACTEOS	FR0000076861	EOS	Euronext Paris	EUR	3.04	3.04	2.88	2.88	07/06/21 17:17	CET	20980	61304.09
ACTIA GROUP	FR0000076655	ATI	Euronext Paris	EUR	3.00	3.09	2.95	3.06	07/06/21 17:36	CET	37763	113429.06
ACTIPLAY (GROUPE)	FR0011038348	ALACT	Euronext Growth Paris	EUR	2.745	2.93	2.65	2.73	07/06/21 17:35	CET	83177	231118.595
ACTIVIUM GROUP	FR0010979377	MLACT	Euronext Access Paris	EUR	1.47	1.47	1.47	1.47	03/06/21 13:10	CET	47	69.09
ADA	FR0000053076	ALADA	Euronext Growth Paris	EUR	10.20	10.20	10.10	10.10	07/06/21 09:07	CET	161	1626.20
ADC SIIC	BE0974269012	ALDV	Euronext Paris	EUR	0.133	0.133	0.133	0.133	04/06/21 16:30	CET	500	66.50
ADEUNIS	FR0013284627	ALARF	Euronext Growth Paris	EUR	2.75	2.80	2.71	2.71	07/06/21 17:35	CET	4497	12443.68
ADL PARTNER	FR0000062978	ALP	Euronext Paris	EUR	18.45	18.90	18.20	18.35	07/06/21 17:28	CET	7788	143956.45
ADOCIA	FR0011184241	ADOC	Euronext Paris	EUR	9.51	9.51	9.10	9.10	07/06/21 17:35	CET	8917	82310.97
ADOMOS	FR0013247244	ALADO	Euronext Growth Paris	EUR	0.22	0.22	0.2045	0.2165	07/06/21 17:20	CET	41856	8792.6585
ADP	FR0010340141	ADP	Euronext Paris	EUR	111.80	115.15	110.60	115.00	07/06/21 17:37	CET	81829	9334874.10
ADTHINK	FR0010457531	ALADM	Euronext Growth Paris	EUR	2.03	2.03	1.945	1.995	07/06/21 17:35	CET	44499	88177.49
ADUX	FR0012821890	ADUX	Euronext Paris, Amsterdam	EUR	2.07	2.07	2.05	2.05	07/06/21 12:22	CET	119	244.41
ADVENIS	FR0004152874	ADV	Euronext Paris	EUR	2.49	2.63	2.24	2.40	07/06/21 17:35	CET	7929	18886.06
ADVICENNE	FR0013296746	ADVIC	Euronext Paris, Brussels	EUR	8.95	8.95	8.50	8.62	07/06/21 17:35	CET	21954	191071.55
ADVINI	FR0000053043	ADVI	Euronext Paris	EUR	20.80	20.80	20.60	20.60	07/06/21 17:29	CET	52	1072.40
