Name	ISIN	Symbol	Market	Trading Currency	Open	High	Low	Last	Last Date/Time	Time Zone	Volume	Turnover
European Equities
06 Dec 2021
All datapoints provided as of end of last active trading day.
1000MERCIS	FR0010285965	ALMIL	Euronext Growth Paris	EUR	22.40	22.50	22.40	22.50	06/12/21 09:00	CET	21	472.40
2CRSI	FR0013341781	2CRSI	Euronext Paris	EUR	4.90	4.95	4.80	4.90	06/12/21 17:35	CET	82197	402130.325
2MX ORGANIC	FR0014000T90	2MX	Euronext Paris	EUR	9.763	9.87	9.762	9.78	06/12/21 15:44	CET	1952	19067.295
2MX ORGANIC BS	FR0014000TB2	2MXBS	Euronext Paris	EUR	0.198	0.198	0.198	0.198	03/12/21 11:15	CET	1000	198.00
A TOUTE VITESSE	FR0010050773	MLATV	Euronext Access Paris	EUR	1.48	1.48	1.35	1.35	13/11/19 16:53	CET	378	521.87
A.S.T. GROUPE	FR0000076887	ASP	Euronext Paris	EUR	5.00	5.04	4.91	4.94	06/12/21 17:29	CET	1569	7808.14
AB SCIENCE	FR0010557264	AB	Euronext Paris	EUR	12.16	12.50	12.10	12.29	06/12/21 17:35	CET	49699	610427.15
ABC ARBITRAGE	FR0004040608	ABCA	Euronext Paris	EUR	7.08	7.17	7.07	7.14	06/12/21 17:35	CET	67506	479596.11
ABEO	FR0013185857	ABEO	Euronext Paris	EUR	13.10	13.35	13.00	13.25	06/12/21 17:35	CET	2134	28104.15
ABIONYX PHARMA	FR0012616852	ABNX	Euronext Paris	EUR	2.995	2.995	2.76	2.77	06/12/21 17:35	CET	424679	1221794.265
ABIVAX	FR0012333284	ABVX	Euronext Paris	EUR	22.65	23.65	21.55	23.55	06/12/21 17:35	CET	32317	734232.95
ABO GROUP	BE0974278104	ABO	Euronext Brussels, Paris	EUR	5.25	5.25	5.20	5.20	06/12/21 15:08	CET	410	2137.05
ACANTHE DEV.	FR0000064602	ACAN	Euronext Paris	EUR	0.508	0.508	0.492	0.492	06/12/21 17:29	CET	12073	6026.824
ACCOR	FR0000120404	AC	Euronext Paris	EUR	26.70	27.65	26.48	27.40	06/12/21 17:35	CET	1023543	27774220.33
ACCOR AC SHARES	FR0014003PZ3	AAC	Euronext Paris	EUR	9.601	9.85	9.601	9.85	03/12/21 17:23	CET	856	8431.35
