Name	ISIN	Symbol	Market	Trading Currency	Open	High	Low	Last	Last Date/Time	Time Zone	Volume	Turnover
European Equities
11 Jul 2022
All datapoints provided as of end of last active trading day.
1000MERCIS	FR0010285965	ALMIL	Euronext Growth Paris	EUR	26.90	27.90	26.90	27.90	11/07/2022 17:21	CET	144	3945.60
2CRSI	FR0013341781	2CRSI	Euronext Paris	EUR	3.18	3.225	3.045	3.08	11/07/2022 17:36	CET	45887	144593.00
2MX ORGANIC	FR0014000T90	2MX	Euronext Paris	EUR	8.50	8.56	8.50	8.50	11/07/2022 16:10	CET	2430	20667.00
2MX ORGANIC BS	FR0014000TB2	2MXBS	Euronext Paris	EUR	0.12	0.12	0.08	0.08	20/06/2022 17:26	CET	109995	8999.60
A TOUTE VITESSE	FR0010050773	MLATV	Euronext Access Paris	EUR	1.48	1.48	1.35	1.35	13/11/2019 16:53	CET	378	521.87
A.S.T. GROUPE	FR0000076887	ALAST	Euronext Growth Paris	EUR	3.14	3.14	3.10	3.10	11/07/2022 16:12	CET	342	1062.64
AB SCIENCE	FR0010557264	AB	Euronext Paris	EUR	7.92	7.93	7.58	7.695	11/07/2022 17:35	CET	29566	228578.815
ABC ARBITRAGE	FR0004040608	ABCA	Euronext Paris	EUR	7.06	7.06	6.94	6.95	11/07/2022 17:35	CET	33626	235346.85
ABEO	FR0013185857	ABEO	Euronext Paris	EUR	18.85	18.90	18.75	18.75	11/07/2022 09:41	CET	559	10535.10
ABIONYX PHARMA	FR0012616852	ABNX	Euronext Paris	EUR	1.908	2.18	1.854	2.105	11/07/2022 17:35	CET	536864	1111153.551
ABIVAX	FR0012333284	ABVX	Euronext Paris	EUR	9.25	10.02	9.15	9.74	11/07/2022 17:35	CET	26228	256502.20
ABL Diagnostics	FR001400AHX6	ABLD	Euronext Paris	EUR	10.00	10.00	10.00	10.00	11/07/2022 16:30	CET	151	1510.00
ABO GROUP	BE0974278104	ABO	Euronext Brussels, Paris	EUR	5.25	5.25	5.15	5.15	11/07/2022 14:53	CET	423	2195.05
ACANTHE DEV.	FR0000064602	ACAN	Euronext Paris	EUR	0.429	0.443	0.429	0.43	11/07/2022 13:55	CET	5148	2218.13
ACCOR	FR0000120404	AC	Euronext Paris	EUR	26.66	27.09	26.42	26.69	11/07/2022 17:35	CET	445404	11923487.96
ACCOR AC SHARES	FR0014003PZ3	AAC	Euronext Paris	EUR	9.80	9.80	9.80	9.80	11/07/2022 17:08	CET	99	970.20
ACCOR AC WARRANTS	FR0014003QK3	AACW	Euronext Paris	EUR	0.14	0.14	0.14	0.14	01/04/2022 16:16	CET	1200	168.00
ACHETER-LOUER.FR	FR00140072P8	ALALO	Euronext Growth Paris	EUR	0.0018	0.0019	0.0013	0.0013	11/07/2022 17:35	CET	145987017	219962.2554
ACTEOS	FR0000076861	EOS	Euronext Paris	EUR	1.43	1.43	1.43	1.43	11/07/2022 10:13	CET	21	30.03
ACTIA GROUP	FR0000076655	ATI	Euronext Paris	EUR	3.66	3.86	3.66	3.85	11/07/2022 13:17	CET	6311	24091.49
ACTICOR BIOTECH	FR0014005OJ5	ALACT	Euronext Growth Paris	EUR	6.28	6.28	6.00	6.28	11/07/2022 15:11	CET	2148	13162.16
ACTIVIUM GROUP	FR0010979377	MLACT	Euronext Access Paris	EUR	1.12	1.12	1.12	1.12	28/06/2022 11:30	CET	91	101.92
ADA	FR0000053076	ALADA	Euronext Growth Paris	EUR	18.00	18.00	18.00	18.00	11/07/2022 17:14	CET	2951	53118.00
ADC SIIC	BE0974269012	ALDV	Euronext Paris	EUR	0.08	0.08	0.08	0.08	11/07/2022 12:53	CET	2700	216.00
ADEUNIS	FR0013284627	ALARF	Euronext Growth Paris	EUR	2.39	2.40	2.35	2.40	11/07/2022 13:58	CET	153	365.09
