Name	ISIN	Symbol	Market	Trading Currency	Open	High	Low	Last	Last Date/Time	Time Zone	Volume	Turnover
European Equities
20 Aug 2020
All datapoints provided as of end of last active trading day.
1000MERCIS	FR0010285965	ALMIL	Euronext Growth Paris	EUR	18.75	18.75	18.6	18.6	20/08/20 11:51	CET	1688	31573.35
2CRSI	FR0013341781	2CRSI	Euronext Paris	EUR	3.405	3.495	3.30	3.32	20/08/20 17:35	CET	35674	120119.43
A TOUTE VITESSE	FR0010050773	MLATV	Euronext Access Paris	EUR	1.48	1.48	1.35	1.35	13/11/19 16:53	CET	378	521.87
A.S.T. GROUPE	FR0000076887	ASP	Euronext Paris	EUR	2.84	2.88	2.82	2.87	20/08/20 17:35	CET	9474	27065.56
AB SCIENCE	FR0010557264	AB	Euronext Paris	EUR	8.91	9.25	8.91	9.10	20/08/20 17:35	CET	73717	674410.86
ABC ARBITRAGE	FR0004040608	ABCA	Euronext Paris	EUR	6.98	6.99	6.95	6.96	20/08/20 17:35	CET	8811	61395.59
ABEO	FR0013185857	ABEO	Euronext Paris	EUR	7.04	7.06	7.02	7.06	20/08/20 17:35	CET	62	435.34
ABIONYX PHARMA	FR0012616852	ABNX	Euronext Paris	EUR	0.938	0.94	0.898	0.916	20/08/20 17:35	CET	83629	76097.517
ABIVAX	FR0012333284	ABVX	Euronext Paris	EUR	19.58	19.58	19.06	19.28	20/08/20 17:35	CET	6870	132540.60
ACANTHE DEV.	FR0000064602	ACAN	Euronext Paris	EUR	0.423	0.423	0.422	0.422	20/08/20 14:08	CET	2371	1001.582
ACCOR	FR0000120404	AC	Euronext Paris	EUR	23.59	24.31	23.07	23.68	20/08/20 17:36	CET	1792600	42266049.42
ACHETER-LOUER.FR	FR0010493510	ALALO	Euronext Growth Paris	EUR	0.0221	0.0244	0.0216	0.024	20/08/20 17:35	CET	6867011	160874.6236
ACTEOS	FR0000076861	EOS	Euronext Paris	EUR	1.845	1.89	1.765	1.77	20/08/20 17:35	CET	11108	20179.60
ACTIA GROUP	FR0000076655	ATI	Euronext Paris	EUR	2.31	2.31	2.255	2.30	20/08/20 17:02	CET	1788	4093.315
ACTIPLAY (GROUPE)	FR0011038348	ALACT	Euronext Growth Paris	EUR	0.628	0.722	0.624	0.678	20/08/20 17:35	CET	131896	89090.52
ACTIVIUM GROUP	FR0010979377	MLACT	Euronext Access Paris	EUR	1.20	1.20	1.20	1.20	20/08/20 11:30	CET	28	33.60
ADA	FR0000053076	ALADA	Euronext Growth Paris	EUR	8.30	8.30	8.30	8.30	20/08/20 09:00	CET	1	8.30
ADC SIIC	BE0974269012	ALDV	Euronext Paris	EUR	0.101	0.101	0.101	0.101	10/08/20 11:30	CET	120	12.12
ADEUNIS	FR0013284627	ALARF	Euronext Growth Paris	EUR	2.49	2.50	2.48	2.49	20/08/20 17:12	CET	493	1222.68
ADL PARTNER	FR0000062978	ALP	Euronext Paris	EUR	9.98	9.98	9.96	9.98	20/08/20 17:29	CET	153	1525.94
ADOCIA	FR0011184241	ADOC	Euronext Paris	EUR	8.43	8.49	8.20	8.36	20/08/20 17:35	CET	5560	46475.73
ADOMOS	FR0013247244	ALADO	Euronext Growth Paris	EUR	0.393	0.40	0.389	0.399	20/08/20 13:27	CET	12081	4740.209
ADP	FR0010340141	ADP	Euronext Paris	EUR	84.60	85.45	83.90	85.05	20/08/20 17:35	CET	38999	3309037.95
ADTHINK	FR0010457531	ALADM	Euronext Growth Paris	EUR	0.908	0.908	0.818	0.848	20/08/20 17:26	CET	127861	108358.97
ADUX	FR0012821890	ADUX	Euronext Paris	EUR	1.46	1.46	1.46	1.46	20/08/20 09:48	CET	201	293.46
ADVENIS	FR0004152874	ADV	Euronext Paris	EUR	1.04	1.04	1.02	1.04	20/08/20 16:22	CET	193	199.02
ADVICENNE	FR0013296746	ADVIC	Euronext Paris, Brussels	EUR	7.30	7.38	7.28	7.38	20/08/20 17:05	CET	785	5746.10
ADVINI	FR0000053043	ADVI	Euronext Paris	EUR	19.00	19.30	18.90	19.30	20/08/20 12:10	CET	233	4425.10
AERKOMM INC	US00774B2088	AKOM	Euronext Paris	EUR	10.60	10.60	10.60	10.60	20/08/20 09:00	CET	1	10.60
AG3I	FR0011908045	MLAGI	Euronext Access Paris	EUR	3.46	3.46	3.46	3.46	08/11/19 16:30	CET	2	6.92
AGP MALAGA SOCIMI	ES0105478004	MLAGP	Euronext Access Paris	EUR	2.93	2.93	2.93	2.93	13/07/20 13:07	CET	10	29.30
AGRIPOWER	FR0013452281	ALAGP	Euronext Growth Paris	EUR	9.13	9.19	9.00	9.19	20/08/20 17:22	CET	9811	88997.83
AGROGENERATION	FR0010641449	ALAGR	Euronext Growth Paris	EUR	0.08	0.084	0.078	0.0812	20/08/20 16:25	CET	282546	22577.756
AGTA RECORD	CH0008853209	AGTA	Euronext Paris	EUR	70.00	70.00	70.00	70.00	17/08/20 13:47	CET	8665	606550.00
AIR FRANCE -KLM	FR0000031122	AF	Euronext Paris, Amsterdam	EUR	3.70	3.722	3.609	3.66	20/08/20 17:35	CET	2231753	8146502.848
AIR LIQUIDE	FR0000120073	AI	Euronext Paris	EUR	139.25	139.75	138.45	138.95	20/08/20 17:35	CET	731114	101634455.50
AIR MARINE	FR0013285103	MLAIM	Euronext Access Paris	EUR	2.00	2.00	2.00	2.00	19/08/20 11:37	CET	10	20.00
AIRBUS	NL0000235190	AIR	Euronext Paris	EUR	69.00	69.61	68.09	69.17	20/08/20 17:35	CET	1494100	102851410.05
AKKA TECHNOLOGIES	FR0004180537	AKA	Euronext Paris, Brussels	EUR	16.30	16.30	15.74	15.80	20/08/20 17:35	CET	87601	1394868.46
AKWEL	FR0000053027	AKW	Euronext Paris	EUR	14.02	14.02	13.70	13.88	20/08/20 17:35	CET	1112	15429.02
ALBIOMA	FR0000060402	ABIO	Euronext Paris	EUR	40.40	40.70	39.70	40.30	20/08/20 17:35	CET	31606	1274941.90
ALD	FR0013258662	ALD	Euronext Paris	EUR	8.80	8.86	8.61	8.71	20/08/20 17:35	CET	50563	439433.23
ALES GROUPE	FR0000054652	ALPHY	Euronext Growth Paris	EUR	1.18	1.20	1.18	1.18	29/06/20 16:07	CET	1401	1671.18
ALPES (COMPAGNIE)	FR0000053324	CDA	Euronext Paris	EUR	15.20	15.36	15.02	15.14	20/08/20 17:35	CET	6387	96973.88
ALPHA MOS	FR0013421286	ALM	Euronext Paris	EUR	1.59	1.59	1.59	1.59	18/08/20 09:00	CET	6	9.54
ALSTOM	FR0010220475	ALO	Euronext Paris	EUR	48.00	48.01	47.25	47.51	20/08/20 17:35	CET	412508	19606950.78
ALTAMIR	FR0000053837	LTA	Euronext Paris	EUR	15.65	15.822	15.65	15.70	20/08/20 17:35	CET	2223	34800.462
ALTAREA	FR0000033219	ALTA	Euronext Paris	EUR	124.80	126.40	123.00	124.60	20/08/20 17:35	CET	4285	532757.80
ALTAREIT	FR0000039216	AREIT	Euronext Paris	EUR	510.00	510.00	510.00	510.00	20/08/20 11:30	CET	1	510.00
ALTEN	FR0000071946	ATE	Euronext Paris	EUR	68.45	68.75	67.65	67.65	20/08/20 17:35	CET	40226	2731727.95
ALTUR INVEST.	FR0010395681	ALTUR	Euronext Paris	EUR	4.74	4.74	4.74	4.74	20/08/20 09:00	CET	1	4.74
ALVEEN	FR0013253812	MLALV	Euronext Access Paris	EUR	0.23	0.23	0.23	0.23	18/05/20 16:30	CET	100	23.00
AMATHEON AGRI	NL0010273694	MLAAH	Euronext Access Paris	EUR	0.0335	0.0385	0.0335	0.0385	20/08/20 16:30	CET	90	3.46
AMOEBA	FR0011051598	AMEBA	Euronext Paris	EUR	2.76	2.76	2.70	2.70	20/08/20 17:35	CET	53442	145570.42
AMPLITUDE SURGICAL	FR0012789667	AMPLI	Euronext Paris	EUR	2.12	2.13	2.12	2.13	20/08/20 16:15	CET	11885	25199.95
AMUNDI	FR0004125920	AMUN	Euronext Paris	EUR	64.40	64.65	63.75	63.95	20/08/20 17:35	CET	83550	5355461.55
ANEVIA	FR0011910652	ALANV	Euronext Growth Paris	EUR	3.50	3.50	3.50	3.50	20/08/20 11:48	CET	310	1085.00
ANEVIA BSA 2018	FR0013391182	ANVBS	Euronext Growth Paris	EUR	-	-	-	-	-	CET	-	-
ANEVIA BSA A	FR0013469301	ANVBU	Euronext Growth Paris	EUR	0.20	0.20	0.20	0.20	20/08/20 09:21	CET	600	120.00
ANEVIA BSA B	FR0013469319	ANVBV	Euronext Growth Paris	EUR	-	-	-	-	-	CET	-	-
ANTALIS	FR0013258589	ANTA	Euronext Paris	EUR	0.732	0.738	0.732	0.732	20/08/20 15:13	CET	4678	3424.896
ANTEVENIO	ES0109429037	ALANT	Euronext Growth Paris	EUR	5.50	5.85	5.50	5.55	20/08/20 16:29	CET	488	2750.55
APERAM	LU0569974404	APAM	Euronext Amsterdam, Brussels, Paris	EUR	24.50	24.61	24.24	24.33	20/08/20 17:35	CET	152036	3706516.51
APTORUM GROUP CL A	KYG6096M1069	APM	Euronext Paris	EUR	3.22	3.22	3.22	3.22	23/07/20 00:00	CET	-	-
AQUILA	FR0010340711	ALAQU	Euronext Growth Paris	EUR	6.55	6.55	6.55	6.55	20/08/20 16:30	CET	65	425.75
ARCELORMITTAL SA	LU1598757687	MT	Euronext Amsterdam, Paris	EUR	9.87	9.90	9.734	9.738	20/08/20 17:36	CET	6714637	65734992.097
ARCHOS	FR0000182479	JXR	Euronext Paris	EUR	0.0424	0.0424	0.0408	0.041	20/08/20 17:05	CET	820118	33799.112
