Name	ISIN	Symbol	Market	Trading Currency	Open	High	Low	Last	Last Date/Time	Time Zone	Volume	Turnover
European Equities
28 Oct 2021
All datapoints provided as of end of last active trading day.
1000MERCIS	FR0010285965	ALMIL	Euronext Growth Paris	EUR	23.60	23.70	23.50	23.50	28/10/21 15:55	CET	588	13898.10
2CRSI	FR0013341781	2CRSI	Euronext Paris	EUR	4.38	4.43	4.30	4.36	28/10/21 17:08	CET	3695	16180.64
2MX ORGANIC	FR0014000T90	2MX	Euronext Paris	EUR	9.71	9.79	9.702	9.71	28/10/21 17:35	CET	817	7942.775
2MX ORGANIC BS	FR0014000TB2	2MXBS	Euronext Paris	EUR	0.21	0.21	0.21	0.21	15/10/21 09:00	CET	600	126.00
A TOUTE VITESSE	FR0010050773	MLATV	Euronext Access Paris	EUR	1.48	1.48	1.35	1.35	13/11/19 16:53	CET	378	521.87
A.S.T. GROUPE	FR0000076887	ASP	Euronext Paris	EUR	6.02	6.02	5.90	5.90	28/10/21 17:35	CET	1201	7178.88
AB SCIENCE	FR0010557264	AB	Euronext Paris	EUR	13.30	13.54	13.25	13.53	28/10/21 17:35	CET	42908	573682.73
ABC ARBITRAGE	FR0004040608	ABCA	Euronext Paris	EUR	7.14	7.14	7.11	7.14	28/10/21 17:36	CET	19766	140995.12
ABEO	FR0013185857	ABEO	Euronext Paris	EUR	14.30	14.70	14.30	14.60	28/10/21 17:23	CET	5252	75901.55
ABIONYX PHARMA	FR0012616852	ABNX	Euronext Paris	EUR	1.514	1.514	1.424	1.432	28/10/21 17:35	CET	145479	211231.068
ABIVAX	FR0012333284	ABVX	Euronext Paris	EUR	30.00	30.00	28.70	29.60	28/10/21 17:35	CET	5641	165510.10
ABO GROUP	BE0974278104	ABO	Euronext Brussels, Paris	EUR	5.95	6.00	5.95	6.00	28/10/21 17:29	CET	600	3586.30
ACANTHE DEV.	FR0000064602	ACAN	Euronext Paris	EUR	0.53	0.538	0.53	0.536	28/10/21 17:08	CET	11475	6153.47
ACCOR	FR0000120404	AC	Euronext Paris	EUR	30.59	30.79	29.94	30.57	28/10/21 17:35	CET	568938	17346060.05
ACCOR AC SHARES	FR0014003PZ3	AAC	Euronext Paris	EUR	9.799	9.80	9.799	9.80	21/10/21 11:22	CET	1961	19216.88
ACCOR AC WARRANTS	FR0014003QK3	AACW	Euronext Paris	EUR	0.35	0.35	0.35	0.35	28/09/21 16:34	CET	9789	3426.15
ACCOR NV21	FR00140015P7	ACNV	Euronext Paris	EUR	-	-	-	-	-	CET	-	-
ACHETER-LOUER.FR	FR0010493510	ALALO	Euronext Growth Paris	EUR	0.0029	0.0032	0.0024	0.0024	28/10/21 17:35	CET	288036451	794644.664
ACTEOS	FR0000076861	EOS	Euronext Paris	EUR	2.29	2.34	2.29	2.30	28/10/21 17:00	CET	2980	6899.03
ACTIA GROUP	FR0000076655	ATI	Euronext Paris	EUR	3.72	3.87	3.72	3.81	28/10/21 17:35	CET	42912	164042.05
ACTICOR BIOTECH	FR0014005OJ5	ALACT	Euronext Growth Paris	EUR	-	-	-	-	-	CET	-	-
ACTIVIUM GROUP	FR0010979377	MLACT	Euronext Access Paris	EUR	1.40	1.40	1.40	1.40	27/10/21 16:30	CET	15	21.00
ADA	FR0000053076	ALADA	Euronext Growth Paris	EUR	12.80	12.80	12.80	12.80	28/10/21 09:00	CET	1	12.80
