Name	ISIN	Symbol	Market	Trading Currency	Open	High	Low	Last	Last Date/Time	Time Zone	Volume	Turnover
European Equities
01 Mar 2021
All datapoints provided as of end of last active trading day.
1000MERCIS	FR0010285965	ALMIL	Euronext Growth Paris	EUR	19.95	20.00	19.05	19.90	01/03/21 17:25	CET	1822	36010.00
2CRSI	FR0013341781	2CRSI	Euronext Paris	EUR	6.80	7.08	6.80	7.00	01/03/21 17:35	CET	28930	201359.00
2MX ORGANIC	FR0014000T90	2MX	Euronext Paris	EUR	10.456	10.456	10.354	10.40	01/03/21 17:37	CET	7698	80384.554
2MX ORGANIC BS	FR0014000TB2	2MXBS	Euronext Paris	EUR	0.70	0.75	0.65	0.65	19/02/21 16:50	CET	70300	46361.50
A TOUTE VITESSE	FR0010050773	MLATV	Euronext Access Paris	EUR	1.48	1.48	1.35	1.35	13/11/19 16:53	CET	378	521.87
A.S.T. GROUPE	FR0000076887	ASP	Euronext Paris	EUR	4.70	4.75	4.69	4.70	01/03/21 17:35	CET	1918	9050.49
AB SCIENCE	FR0010557264	AB	Euronext Paris	EUR	15.74	16.72	15.72	16.60	01/03/21 17:35	CET	255598	4150834.82
ABC ARBITRAGE	FR0004040608	ABCA	Euronext Paris	EUR	7.50	7.69	7.45	7.69	01/03/21 17:35	CET	47984	362962.41
ABEO	FR0013185857	ABEO	Euronext Paris	EUR	11.60	11.90	11.60	11.65	01/03/21 17:35	CET	1462	17227.75
ABIONYX PHARMA	FR0012616852	ABNX	Euronext Paris	EUR	0.84	0.86	0.84	0.852	01/03/21 17:29	CET	17445	14849.603
ABIVAX	FR0012333284	ABVX	Euronext Paris	EUR	29.60	33.00	29.60	33.00	01/03/21 17:35	CET	80285	2524847.10
ACANTHE DEV.	FR0000064602	ACAN	Euronext Paris	EUR	0.424	0.438	0.409	0.429	01/03/21 16:23	CET	25863	11015.642
ACCOR	FR0000120404	AC	Euronext Paris	EUR	34.92	35.33	34.63	34.81	01/03/21 17:35	CET	1150910	40177026.98
ACCOR NV21	FR00140015P7	ACNV	Euronext Paris	EUR	-	-	-	-	-	CET	-	-
ACHETER-LOUER.FR	FR0010493510	ALALO	Euronext Growth Paris	EUR	0.078	0.099	0.0763	0.0928	01/03/21 17:35	CET	113521504	10202875.4824
ACTEOS	FR0000076861	EOS	Euronext Paris	EUR	3.13	3.18	3.11	3.14	01/03/21 17:36	CET	8137	25522.93
ACTIA GROUP	FR0000076655	ATI	Euronext Paris	EUR	3.35	3.44	3.315	3.44	01/03/21 17:35	CET	24332	81725.665
ACTIPLAY (GROUPE)	FR0011038348	ALACT	Euronext Growth Paris	EUR	0.774	0.84	0.774	0.798	01/03/21 16:23	CET	73098	58534.556
ACTIVIUM GROUP	FR0010979377	MLACT	Euronext Access Paris	EUR	1.40	1.40	1.40	1.40	22/02/21 11:30	CET	1	1.40
ADA	FR0000053076	ALADA	Euronext Growth Paris	EUR	8.75	8.75	8.50	8.50	01/03/21 17:04	CET	316	2733.05
ADC SIIC	BE0974269012	ALDV	Euronext Paris	EUR	0.101	0.101	0.101	0.101	01/03/21 16:30	CET	5175	522.675
ADEUNIS	FR0013284627	ALARF	Euronext Growth Paris	EUR	2.61	2.67	2.60	2.63	01/03/21 16:27	CET	8274	21659.22
ADL PARTNER	FR0000062978	ALP	Euronext Paris	EUR	17.00	17.05	16.65	16.65	01/03/21 17:35	CET	3148	53293.10
ADOCIA	FR0011184241	ADOC	Euronext Paris	EUR	10.86	10.94	10.70	10.94	01/03/21 17:35	CET	9004	97680.92
ADOMOS	FR0013247244	ALADO	Euronext Growth Paris	EUR	0.386	0.413	0.385	0.399	01/03/21 17:35	CET	424890	170727.529
ADP	FR0010340141	ADP	Euronext Paris	EUR	106.10	107.40	104.80	106.60	01/03/21 17:35	CET	86952	9251593.70
ADTHINK	FR0010457531	ALADM	Euronext Growth Paris	EUR	1.53	1.60	1.53	1.56	01/03/21 17:35	CET	10753	16952.285
ADUX	FR0012821890	ADUX	Euronext Paris, Amsterdam	EUR	2.32	2.33	2.29	2.33	01/03/21 16:29	CET	3131	7202.18
ADVENIS	FR0004152874	ADV	Euronext Paris	EUR	2.05	2.05	2.05	2.05	01/03/21 09:00	CET	1	2.05
ADVICENNE	FR0013296746	ADVIC	Euronext Paris, Brussels	EUR	14.45	14.85	14.15	14.15	01/03/21 17:35	CET	46420	673579.50
ADVINI	FR0000053043	ADVI	Euronext Paris	EUR	19.90	20.00	19.90	19.90	01/03/21 16:19	CET	259	5170.20
AERKOMM INC	US00774B2088	AKOM	Euronext Paris	EUR	5.35	5.35	5.35	5.35	01/03/21 09:00	CET	1	5.35
AG3I	FR0011908045	MLAGI	Euronext Access Paris	EUR	3.46	3.46	3.46	3.46	08/11/19 16:30	CET	2	6.92
AGP MALAGA SOCIMI	ES0105478004	MLAGP	Euronext Access Paris	EUR	2.95	2.95	2.95	2.95	23/11/20 11:52	CET	2000	5900.00
