Name	ISIN	Symbol	Market	Trading Currency	Open	High	Low	Last	Last Date/Time	Time Zone	Volume	Turnover
European Equities
05 Feb 2021
All datapoints provided as of end of last active trading day.
1000MERCIS	FR0010285965	ALMIL	Euronext Growth Paris	EUR	18.70	18.80	18.70	18.80	05/02/21 17:08	CET	44	827.10
2CRSI	FR0013341781	2CRSI	Euronext Paris	EUR	5.16	5.27	5.04	5.05	05/02/21 17:35	CET	54859	281166.02
2MX ORGANIC	FR0014000T90	2MX	Euronext Paris	EUR	10.396	10.43	10.37	10.40	05/02/21 17:35	CET	22470	233657.424
2MX ORGANIC BS	FR0014000TB2	2MXBS	Euronext Paris	EUR	0.5199	0.5199	0.5199	0.5199	05/02/21 16:17	CET	5000	2599.50
A TOUTE VITESSE	FR0010050773	MLATV	Euronext Access Paris	EUR	1.48	1.48	1.35	1.35	13/11/19 16:53	CET	378	521.87
A.S.T. GROUPE	FR0000076887	ASP	Euronext Paris	EUR	4.36	4.55	4.31	4.54	05/02/21 17:35	CET	15692	69841.93
AB SCIENCE	FR0010557264	AB	Euronext Paris	EUR	17.16	17.56	16.74	17.00	05/02/21 17:35	CET	197028	3366384.76
ABC ARBITRAGE	FR0004040608	ABCA	Euronext Paris	EUR	7.34	7.39	7.31	7.31	05/02/21 17:35	CET	18246	133919.90
ABEO	FR0013185857	ABEO	Euronext Paris	EUR	10.55	10.70	10.50	10.65	05/02/21 17:35	CET	4653	49392.15
ABIONYX PHARMA	FR0012616852	ABNX	Euronext Paris	EUR	0.946	0.946	0.902	0.902	05/02/21 17:35	CET	196634	181098.009
ABIVAX	FR0012333284	ABVX	Euronext Paris	EUR	32.05	32.25	31.70	32.00	05/02/21 17:38	CET	32783	1048920.50
ACANTHE DEV.	FR0000064602	ACAN	Euronext Paris	EUR	0.425	0.425	0.425	0.425	05/02/21 11:54	CET	235	99.875
ACCOR	FR0000120404	AC	Euronext Paris	EUR	30.68	31.93	30.51	31.80	05/02/21 17:35	CET	1188905	37563315.66
ACCOR NV21	FR00140015P7	ACNV	Euronext Paris	EUR	-	-	-	-	-	CET	-	-
ACHETER-LOUER.FR	FR0010493510	ALALO	Euronext Growth Paris	EUR	0.0551	0.0574	0.053	0.055	05/02/21 17:35	CET	5241691	290850.9871
ACTEOS	FR0000076861	EOS	Euronext Paris	EUR	3.69	3.70	3.61	3.61	05/02/21 16:44	CET	10568	38794.00
ACTIA GROUP	FR0000076655	ATI	Euronext Paris	EUR	2.99	3.05	2.945	2.99	05/02/21 17:35	CET	35900	106959.935
ACTIPLAY (GROUPE)	FR0011038348	ALACT	Euronext Growth Paris	EUR	0.818	0.818	0.756	0.776	05/02/21 17:19	CET	71281	55036.094
ACTIVIUM GROUP	FR0010979377	MLACT	Euronext Access Paris	EUR	1.29	1.29	1.29	1.29	05/02/21 11:30	CET	1	1.29
ADA	FR0000053076	ALADA	Euronext Growth Paris	EUR	8.50	8.50	8.50	8.50	05/02/21 10:40	CET	29	246.50
ADC SIIC	BE0974269012	ALDV	Euronext Paris	EUR	0.109	0.109	0.109	0.109	04/02/21 16:30	CET	400	43.60
ADEUNIS	FR0013284627	ALARF	Euronext Growth Paris	EUR	2.83	2.83	2.70	2.75	05/02/21 16:40	CET	10464	28677.63
ADL PARTNER	FR0000062978	ALP	Euronext Paris	EUR	15.10	15.40	15.00	15.10	05/02/21 16:52	CET	1488	22708.75
ADOCIA	FR0011184241	ADOC	Euronext Paris	EUR	10.54	11.18	10.40	10.54	05/02/21 17:35	CET	51297	557346.16
ADOMOS	FR0013247244	ALADO	Euronext Growth Paris	EUR	0.37	0.371	0.354	0.361	05/02/21 17:21	CET	298186	108485.249
ADP	FR0010340141	ADP	Euronext Paris	EUR	102.30	104.90	101.70	104.20	05/02/21 17:36	CET	88756	9239551.20
ADTHINK	FR0010457531	ALADM	Euronext Growth Paris	EUR	1.795	1.795	1.725	1.765	05/02/21 17:35	CET	24007	42289.74
ADUX	FR0012821890	ADUX	Euronext Paris, Amsterdam	EUR	2.66	2.68	2.57	2.57	05/02/21 17:26	CET	16321	42723.31
ADVENIS	FR0004152874	ADV	Euronext Paris	EUR	2.06	2.06	2.00	2.00	05/02/21 15:31	CET	453	906.78
ADVICENNE	FR0013296746	ADVIC	Euronext Paris, Brussels	EUR	12.25	13.00	12.25	12.95	05/02/21 17:35	CET	65189	823265.25
ADVINI	FR0000053043	ADVI	Euronext Paris	EUR	20.00	20.60	20.00	20.20	05/02/21 14:21	CET	1010	20355.80
AERKOMM INC	US00774B2088	AKOM	Euronext Paris	EUR	5.50	5.65	5.50	5.65	05/02/21 16:36	CET	51	288.00
AG3I	FR0011908045	MLAGI	Euronext Access Paris	EUR	3.46	3.46	3.46	3.46	08/11/19 16:30	CET	2	6.92
AGP MALAGA SOCIMI	ES0105478004	MLAGP	Euronext Access Paris	EUR	2.95	2.95	2.95	2.95	23/11/20 11:52	CET	2000	5900.00
AGRIPOWER	FR0013452281	ALAGP	Euronext Growth Paris	EUR	10.00	10.36	10.00	10.10	05/02/21 17:29	CET	6227	63364.54
AGROGENERATION	FR0010641449	ALAGR	Euronext Growth Paris	EUR	0.1655	0.169	0.1655	0.1665	05/02/21 17:29	CET	356024	59540.0805
AIR FRANCE -KLM	FR0000031122	AF	Euronext Paris, Amsterdam	EUR	5.068	5.10	4.997	5.02	05/02/21 17:35	CET	2949495	14885139.289
AIR LIQUIDE	FR0000120073	AI	Euronext Paris	EUR	136.20	136.90	135.55	136.25	05/02/21 17:35	CET	698441	95113087.40
AIR MARINE	FR0013285103	MLAIM	Euronext Access Paris	EUR	2.28	2.28	2.28	2.28	05/02/21 11:30	CET	160	364.80
AIRBUS	NL0000235190	AIR	Euronext Paris	EUR	93.17	94.57	91.91	93.42	05/02/21 17:38	CET	2275049	212725429.66
AKKA TECHNOLOGIES	FR0004180537	AKA	Euronext Paris, Brussels	EUR	24.60	24.95	24.05	24.45	05/02/21 17:35	CET	37805	929040.85
