Name	ISIN	Symbol	Market	Trading Currency	Open	High	Low	Last	Last Date/Time	Time Zone	Volume	Turnover
European Equities
06 Oct 2020
All datapoints provided as of end of last active trading day.
1000MERCIS	FR0010285965	ALMIL	Euronext Growth Paris	EUR	16	16	16	16	06/10/20 17:35	CET	266	4256
SOLUTIONS 30 SE	FR0013379484	S30	Euronext Paris	EUR	17.93	18.20	17.73	18.04	06/10/20 17:35	CET	254076	4571518.09
2CRSI	FR0013341781	2CRSI	Euronext Paris	EUR	3.36	3.37	3.305	3.36	06/10/20 17:35	CET	19614	65494.20
A TOUTE VITESSE	FR0010050773	MLATV	Euronext Access Paris	EUR	1.48	1.48	1.35	1.35	13/11/19 16:53	CET	378	521.87
A.S.T. GROUPE	FR0000076887	ASP	Euronext Paris	EUR	4.02	4.20	4.02	4.03	06/10/20 17:35	CET	7461	30749.72
AB SCIENCE	FR0010557264	AB	Euronext Paris	EUR	11.52	11.78	11.28	11.36	06/10/20 17:35	CET	86856	996127.28
ABC ARBITRAGE	FR0004040608	ABCA	Euronext Paris	EUR	7.30	7.30	7.20	7.25	06/10/20 17:35	CET	36555	265324.39
ABEO	FR0013185857	ABEO	Euronext Paris	EUR	7.16	7.16	7.10	7.10	06/10/20 16:53	CET	384	2740.60
ABIONYX PHARMA	FR0012616852	ABNX	Euronext Paris	EUR	0.745	0.754	0.741	0.748	06/10/20 17:35	CET	47378	35362.956
ABIVAX	FR0012333284	ABVX	Euronext Paris	EUR	19.44	20.35	19.44	20.10	06/10/20 17:35	CET	11462	229401.90
ACANTHE DEV.	FR0000064602	ACAN	Euronext Paris	EUR	0.412	0.423	0.412	0.423	06/10/20 17:18	CET	11713	4934.043
ACCOR	FR0000120404	AC	Euronext Paris	EUR	23.68	25.22	23.57	25.21	06/10/20 17:35	CET	1113662	27635948.03
ACHETER-LOUER.FR	FR0010493510	ALALO	Euronext Growth Paris	EUR	0.0181	0.0186	0.018	0.0182	06/10/20 17:29	CET	2003238	36698.0854
ACTEOS	FR0000076861	EOS	Euronext Paris	EUR	1.30	1.30	1.27	1.29	06/10/20 16:28	CET	5097	6519.875
ACTIA GROUP	FR0000076655	ATI	Euronext Paris	EUR	2.08	2.23	2.08	2.20	06/10/20 17:35	CET	16716	36401.655
ACTIPLAY (GROUPE)	FR0011038348	ALACT	Euronext Growth Paris	EUR	0.59	0.636	0.584	0.612	06/10/20 17:15	CET	47903	29180.702
ACTIVIUM GROUP	FR0010979377	MLACT	Euronext Access Paris	EUR	1.28	1.28	1.28	1.28	06/10/20 11:30	CET	30	38.40
ADA	FR0000053076	ALADA	Euronext Growth Paris	EUR	7.85	7.85	7.75	7.80	06/10/20 11:45	CET	123	956.40
ADC SIIC	BE0974269012	ALDV	Euronext Paris	EUR	0.083	0.083	0.083	0.083	28/09/20 16:30	CET	3739	310.34
ADEUNIS	FR0013284627	ALARF	Euronext Growth Paris	EUR	2.63	2.66	2.43	2.64	06/10/20 15:45	CET	6868	17754.54
ADL PARTNER	FR0000062978	ALP	Euronext Paris	EUR	11.70	11.85	11.65	11.85	06/10/20 17:08	CET	1383	16205.65
ADOCIA	FR0011184241	ADOC	Euronext Paris	EUR	7.40	7.48	7.31	7.39	06/10/20 17:35	CET	7132	52867.76
ADOMOS	FR0013247244	ALADO	Euronext Growth Paris	EUR	0.436	0.436	0.425	0.431	06/10/20 17:35	CET	83007	35861.583
ADP	FR0010340141	ADP	Euronext Paris	EUR	87.05	89.65	87.05	88.45	06/10/20 17:36	CET	129219	11415000.60
ADTHINK	FR0010457531	ALADM	Euronext Growth Paris	EUR	1.09	1.09	1.055	1.07	06/10/20 17:35	CET	9604	10205.25
ADUX	FR0012821890	ADUX	Euronext Paris, Amsterdam	EUR	1.39	1.39	1.335	1.335	06/10/20 12:51	CET	1471	2005.925
ADVENIS	FR0004152874	ADV	Euronext Paris	EUR	1.77	1.83	1.77	1.77	06/10/20 16:01	CET	4972	8800.62
ADVICENNE	FR0013296746	ADVIC	Euronext Paris, Brussels	EUR	6.32	6.32	6.14	6.32	06/10/20 16:29	CET	7485	46460.42
ADVINI	FR0000053043	ADVI	Euronext Paris	EUR	20.60	20.80	20.60	20.80	06/10/20 15:55	CET	37	769.40
AERKOMM INC	US00774B2088	AKOM	Euronext Paris	EUR	12.90	12.90	11.50	11.50	06/10/20 12:28	CET	51	587.90
AG3I	FR0011908045	MLAGI	Euronext Access Paris	EUR	3.46	3.46	3.46	3.46	08/11/19 16:30	CET	2	6.92
AGP MALAGA SOCIMI	ES0105478004	MLAGP	Euronext Access Paris	EUR	2.95	2.95	2.95	2.95	04/09/20 16:30	CET	1000	2950.00
AGRIPOWER	FR0013452281	ALAGP	Euronext Growth Paris	EUR	9.28	9.33	9.24	9.32	06/10/20 17:03	CET	1528	14163.07
AGROGENERATION	FR0010641449	ALAGR	Euronext Growth Paris	EUR	0.0782	0.0796	0.0756	0.0764	06/10/20 14:41	CET	70049	5451.6258
AGTA RECORD	CH0008853209	AGTA	Euronext Paris	EUR	70.58	70.99	70.58	70.58	30/09/20 17:35	CET	9000	635327.32
AIR FRANCE -KLM	FR0000031122	AF	Euronext Paris, Amsterdam	EUR	3.004	3.154	2.991	3.129	06/10/20 17:35	CET	5161523	15947067.024
AIR LIQUIDE	FR0000120073	AI	Euronext Paris	EUR	133.55	134.00	131.35	132.40	06/10/20 17:35	CET	872058	115438880.20
AIR MARINE	FR0013285103	MLAIM	Euronext Access Paris	EUR	1.30	1.30	1.30	1.30	06/10/20 16:30	CET	25	32.50
AIRBUS	NL0000235190	AIR	Euronext Paris	EUR	66.00	68.74	65.81	67.77	06/10/20 17:35	CET	2265095	153423336.50
AKKA TECHNOLOGIES	FR0004180537	AKA	Euronext Paris, Brussels	EUR	20.00	22.35	20.00	21.90	06/10/20 17:36	CET	883157	18920915.40
AKWEL	FR0000053027	AKW	Euronext Paris	EUR	16.20	16.60	16.20	16.56	06/10/20 17:35	CET	21244	348246.30
ALBIOMA	FR0000060402	ABIO	Euronext Paris	EUR	45.55	46.15	45.10	45.10	06/10/20 17:39	CET	50643	2297959.90
ALD	FR0013258662	ALD	Euronext Paris	EUR	8.60	8.75	8.52	8.69	06/10/20 17:35	CET	81110	703798.92
ALES GROUPE	FR0000054652	ALPHY	Euronext Growth Paris	EUR	1.18	1.20	1.18	1.18	29/06/20 16:07	CET	1401	1671.18
ALPES (COMPAGNIE)	FR0000053324	CDA	Euronext Paris	EUR	16.18	16.28	15.98	16.04	06/10/20 17:35	CET	4616	74438.20
ALPHA MOS	FR0013421286	ALM	Euronext Paris	EUR	1.11	1.18	1.11	1.18	06/10/20 15:07	CET	1025	1162.88
ALSTOM	FR0010220475	ALO	Euronext Paris	EUR	42.08	42.11	41.38	41.54	06/10/20 17:35	CET	666092	27693895.20
ALTAMIR	FR0000053837	LTA	Euronext Paris	EUR	18.098	18.172	18.098	18.10	06/10/20 17:24	CET	2234	40438.308
ALTAREA	FR0000033219	ALTA	Euronext Paris	EUR	118.40	119.60	116.20	117.80	06/10/20 17:35	CET	3107	365356.40
ALTAREIT	FR0000039216	AREIT	Euronext Paris	EUR	486.00	486.00	486.00	486.00	06/10/20 11:30	CET	1	486.00
ALTEN	FR0000071946	ATE	Euronext Paris	EUR	82.00	84.00	81.80	83.50	06/10/20 17:35	CET	53696	4467626.60
ALTUR INVEST.	FR0010395681	ALTUR	Euronext Paris	EUR	4.54	4.54	4.52	4.52	06/10/20 15:51	CET	221	998.94
ALVEEN	FR0013253812	MLALV	Euronext Access Paris	EUR	0.23	0.23	0.23	0.23	18/05/20 16:30	CET	100	23.00
AMATHEON AGRI	NL0010273694	MLAAH	Euronext Access Paris	EUR	0.0575	0.0575	0.0575	0.0575	06/10/20 11:30	CET	1	0.0575
AMOEBA	FR0011051598	ALMIB	Euronext Growth Paris	EUR	1.612	1.706	1.608	1.666	06/10/20 17:35	CET	343495	568617.882
AMPLITUDE SURGICAL	FR0012789667	AMPLI	Euronext Paris	EUR	2.12	2.13	2.11	2.13	06/10/20 13:52	CET	47916	101589.05
AMUNDI	FR0004125920	AMUN	Euronext Paris	EUR	62.70	63.40	62.20	62.85	06/10/20 17:36	CET	84228	5289552.45
ANEVIA	FR0011910652	ALANV	Euronext Growth Paris	EUR	3.51	3.51	3.51	3.51	02/10/20 14:11	CET	70	245.70
ANEVIA BSA 2018	FR0013391182	ANVBS	Euronext Growth Paris	EUR	-	-	-	-	-	CET	-	-
ANEVIA BSA A	FR0013469301	ANVBU	Euronext Growth Paris	EUR	0.274	0.30	0.274	0.30	05/10/20 09:51	CET	40	11.74
ANEVIA BSA B	FR0013469319	ANVBV	Euronext Growth Paris	EUR	-	-	-	-	-	CET	-	-
ANTALIS	FR0013258589	ANTA	Euronext Paris	EUR	0.738	0.754	0.736	0.754	16/09/20 17:35	CET	23930	17900.62
ANTEVENIO	ES0109429037	ALANT	Euronext Growth Paris	EUR	4.00	4.00	3.60	3.84	06/10/20 17:35	CET	918	3420.44
APERAM	LU0569974404	APAM	Euronext Amsterdam, Brussels, Paris	EUR	25.10	25.52	25.09	25.40	06/10/20 17:35	CET	160325	4068681.02
APTORUM GROUP CL A	KYG6096M1069	APM	Euronext Paris	EUR	3.22	3.22	3.22	3.22	23/07/20 00:00	CET	-	-
AQUILA	FR0010340711	ALAQU	Euronext Growth Paris	EUR	7.00	7.00	6.70	6.70	06/10/20 16:30	CET	2003	13996.40
ARCELORMITTAL SA	LU1598757687	MT	Euronext Amsterdam, Paris	EUR	11.904	12.00	11.778	11.936	06/10/20 17:39	CET	5248096	62511076.312
ARCHOS	FR0000182479	JXR	Euronext Paris	EUR	0.039	0.0395	0.0383	0.0384	06/10/20 17:29	CET	900669	34928.1434
ARCURE	FR0013398997	ALCUR	Euronext Growth Paris	EUR	2.69	2.69	2.68	2.68	06/10/20 14:19	CET	786	2106.49
ARDOIN ST AMAND A	FR0005057635	MLARD	Euronext Access Paris	EUR	90.50	90.50	90.50	90.50	10/06/20 11:30	CET	150	13575.00
ARDOIN ST AMAND B	FR0004070795	ARDO	Euronext Access Paris	EUR	72.00	72.00	72.00	72.00	03/08/20 16:30	CET	2	144.00
ARGAN	FR0010481960	ARG	Euronext Paris	EUR	85.60	86.60	82.00	86.00	06/10/20 17:35	CET	7703	655955.80
ARKEMA	FR0010313833	AKE	Euronext Paris	EUR	91.06	91.72	90.70	90.96	06/10/20 17:35	CET	121458	11052617.64
AROCA DEL PINAR	ES0105486007	MLARO	Euronext Access Paris	EUR	14.60	14.60	14.60	14.60	16/08/20 00:00	CET	-	-
ARTEA	FR0012185536	ARTE	Euronext Paris	EUR	12.50	12.50	12.50	12.50	02/10/20 12:30	CET	16	200.00
ARTEFACT	FR0000079683	ALATF	Euronext Growth Paris	EUR	2.01	2.06	2.00	2.05	06/10/20 17:35	CET	36248	73702.00
ARTMARKET COM	FR0000074783	PRC	Euronext Paris	EUR	7.50	7.70	7.38	7.68	06/10/20 16:28	CET	10066	75882.80
ARTOIS NOM.	FR0000076952	ARTO	Euronext Paris	EUR	3700.00	3700.00	3700.00	3700.00	02/10/20 16:31	CET	5	18500.00
ASHLER ET MANSON	FR0012968485	MLAEM	Euronext Access Paris	EUR	1.81	1.81	1.81	1.81	06/10/20 11:30	CET	540	977.40
ASIT	BE0974289218	ASIT	Euronext Brussels, Paris	EUR	0.1934	0.209	0.1934	0.209	05/10/20 17:35	CET	57873	11524.55
ASSYSTEM	FR0000074148	ASY	Euronext Paris	EUR	23.75	24.10	23.70	24.10	06/10/20 17:35	CET	948	22721.40
ATARI	FR0010478248	ATA	Euronext Paris	EUR	0.271	0.28	0.2705	0.2705	06/10/20 17:35	CET	191797	52514.866
ATEME	FR0011992700	ATEME	Euronext Paris	EUR	17.20	17.40	17.02	17.20	06/10/20 17:35	CET	7030	121294.46
ATOS	FR0000051732	ATO	Euronext Paris	EUR	68.70	69.36	67.74	68.80	06/10/20 17:35	CET	381098	26182726.1955
AUBAY	FR0000063737	AUB	Euronext Paris	EUR	31.45	31.75	30.95	31.45	06/10/20 17:35	CET	8359	263020.50
AUDIENCE LABS	FR0011896463	MLAUD	Euronext Access Paris	EUR	7.70	7.70	7.70	7.70	08/06/20 11:30	CET	6	46.20
AUDIOVALLEY	BE0974334667	ALAVY	Euronext Growth Paris, Brussels	EUR	4.24	4.24	4.24	4.24	06/10/20 09:00	CET	1	4.24
AUGROS COSMETICS	FR0000061780	AUGR	Euronext Paris	EUR	4.24	4.24	4.24	4.24	05/10/20 11:30	CET	1	4.24
AUPLATA MINING GR	FR0013410370	ALAMG	Euronext Growth Paris	EUR	0.225	0.231	0.221	0.2275	06/10/20 17:35	CET	651820	147835.6585
AUREA	FR0000039232	AURE	Euronext Paris	EUR	4.61	4.68	4.60	4.68	06/10/20 17:02	CET	5130	23818.34
AURES TECHNOLOGIES	FR0013183589	AURS	Euronext Paris	EUR	13.35	13.80	13.35	13.80	06/10/20 17:10	CET	4042	55148.00
