Name	ISIN	Symbol	Market	Trading Currency	Open	High	Low	Last	Last Date/Time	Time Zone	Volume	Turnover
European Equities
04 May 2022
All datapoints provided as of end of last active trading day.
1000MERCIS	FR0010285965	ALMIL	Euronext Growth Paris	EUR	30.50	30.50	30.00	30.00	02/05/2022 10:51	CET	2829	84881.30
2CRSI	FR0013341781	2CRSI	Euronext Paris	EUR	4.80	4.80	4.70	4.745	04/05/2022 17:04	CET	3270	15398.385
2MX ORGANIC	FR0014000T90	2MX	Euronext Paris	EUR	9.84	9.86	9.84	9.86	04/05/2022 16:43	CET	300	2953.00
2MX ORGANIC BS	FR0014000TB2	2MXBS	Euronext Paris	EUR	0.23	0.23	0.23	0.23	08/04/2022 14:47	CET	5000	1150.00
A TOUTE VITESSE	FR0010050773	MLATV	Euronext Access Paris	EUR	1.48	1.48	1.35	1.35	13/11/2019 16:53	CET	378	521.87
A.S.T. GROUPE	FR0000076887	ALAST	Euronext Growth Paris	EUR	3.80	3.89	3.80	3.83	04/05/2022 17:29	CET	967	3700.09
AB SCIENCE	FR0010557264	AB	Euronext Paris	EUR	10.10	10.21	9.86	10.16	04/05/2022 17:35	CET	34706	347991.94
ABC ARBITRAGE	FR0004040608	ABCA	Euronext Paris	EUR	7.38	7.39	7.35	7.35	04/05/2022 17:35	CET	13288	97962.02
ABEO	FR0013185857	ABEO	Euronext Paris	EUR	16.75	16.75	16.70	16.70	04/05/2022 16:19	CET	69	1152.35
ABIONYX PHARMA	FR0012616852	ABNX	Euronext Paris	EUR	1.92	1.92	1.864	1.864	04/05/2022 17:35	CET	29107	55380.954
ABIVAX	FR0012333284	ABVX	Euronext Paris	EUR	18.52	19.40	18.40	19.00	04/05/2022 17:35	CET	15253	284440.88
ABL Diagnostics	FR0000063034	ABLD	Euronext Paris	EUR	30.00	30.00	30.00	30.00	03/05/2022 11:30	CET	2	60.00
ABO GROUP	BE0974278104	ABO	Euronext Brussels, Paris	EUR	5.20	5.20	5.20	5.20	04/05/2022 16:57	CET	1100	5720.00
ACANTHE DEV.	FR0000064602	ACAN	Euronext Paris	EUR	0.483	0.483	0.483	0.483	04/05/2022 16:53	CET	2000	966.00
ACCOR	FR0000120404	AC	Euronext Paris	EUR	31.99	32.06	31.35	31.61	04/05/2022 17:35	CET	600713	19088109.24
ACCOR AC SHARES	FR0014003PZ3	AAC	Euronext Paris	EUR	9.88	9.88	9.88	9.88	31/03/2022 14:23	CET	150	1482.00
ACCOR AC WARRANTS	FR0014003QK3	AACW	Euronext Paris	EUR	0.14	0.14	0.14	0.14	01/04/2022 16:16	CET	1200	168.00
ACHETER-LOUER.FR	FR00140072P8	ALALO	Euronext Growth Paris	EUR	0.0012	0.0012	0.001	0.0012	04/05/2022 16:50	CET	15362270	17117.7027
ACTEOS	FR0000076861	EOS	Euronext Paris	EUR	2.06	2.16	2.01	2.16	04/05/2022 17:06	CET	35689	74106.01
ACTIA GROUP	FR0000076655	ATI	Euronext Paris	EUR	3.98	3.98	3.90	3.90	04/05/2022 17:29	CET	6935	27085.595
ACTICOR BIOTECH	FR0014005OJ5	ALACT	Euronext Growth Paris	EUR	8.10	8.50	7.90	8.12	04/05/2022 17:28	CET	7336	60710.10
ACTIVIUM GROUP	FR0010979377	MLACT	Euronext Access Paris	EUR	1.28	1.28	1.28	1.28	27/04/2022 16:30	CET	100	128.00
ADA	FR0000053076	ALADA	Euronext Growth Paris	EUR	11.50	11.50	11.50	11.50	04/05/2022 09:00	CET	44	506.00
ADC SIIC	BE0974269012	ALDV	Euronext Paris	EUR	0.084	0.084	0.084	0.084	03/05/2022 16:30	CET	7000	588.00
ADEUNIS	FR0013284627	ALARF	Euronext Growth Paris	EUR	2.84	2.85	2.70	2.70	04/05/2022 17:35	CET	4191	11567.55
ADOCIA	FR0011184241	ADOC	Euronext Paris	EUR	4.80	4.80	4.54	4.59	04/05/2022 17:35	CET	11089	51410.12
ADOMOS	FR0013247244	ALADO	Euronext Growth Paris	EUR	0.0317	0.0327	0.0306	0.032	04/05/2022 17:05	CET	955916	30059.4352
ADP	FR0010340141	ADP	Euronext Paris	EUR	137.50	137.85	135.65	137.05	04/05/2022 17:35	CET	54454	7452646.00
ADUX	FR0012821890	ADUX	Euronext Paris, Amsterdam	EUR	1.90	1.93	1.87	1.93	04/05/2022 14:07	CET	332	633.14
ADVENIS	FR0004152874	ALADV	Euronext Growth Paris	EUR	2.80	2.80	2.80	2.80	03/05/2022 16:42	CET	16	44.80
ADVICENNE	FR0013296746	ALDVI	Euronext Growth Paris	EUR	4.72	4.72	4.25	4.50	04/05/2022 17:35	CET	66268	295566.95
ADVINI	FR0000053043	ADVI	Euronext Paris	EUR	20.00	20.00	19.50	19.50	04/05/2022 12:48	CET	783	15496.00
AELIS FARMA	FR0014007ZB4	AELIS	Euronext Paris	EUR	13.22	13.30	11.94	12.40	04/05/2022 17:16	CET	2394	30910.08
AERKOMM INC	US00774B2088	AKOM	Euronext Paris	EUR	8.00	8.00	8.00	8.00	25/04/2022 10:13	CET	20	160.00
AFFLUENT MEDICAL	FR0013333077	AFME	Euronext Paris	EUR	4.30	4.32	4.265	4.32	04/05/2022 12:24	CET	390	1672.65
AFYREN	FR0014005AC9	ALAFY	Euronext Growth Paris	EUR	8.05	8.05	7.86	7.86	04/05/2022 16:00	CET	1075	8524.37
AG3I	FR0011908045	MLAGI	Euronext Access Paris	EUR	0.31	0.31	0.31	0.31	27/12/2021 11:30	CET	74	22.94
AGENCE AUTO	FR0014005WE9	MLAA	Euronext Access Paris	EUR	3.40	3.40	3.40	3.40	03/05/2022 16:30	CET	49	166.60
AGP MALAGA SOCIMI	ES0105478004	MLAGP	Euronext Access Paris	EUR	2.95	2.95	2.95	2.95	23/11/2020 11:52	CET	2000	5900.00
AGRIPOWER	FR0013452281	ALAGP	Euronext Growth Paris	EUR	8.89	8.89	8.70	8.80	04/05/2022 15:41	CET	1069	9401.28
AGROGENERATION	FR0010641449	ALAGR	Euronext Growth Paris	EUR	0.0978	0.0978	0.0932	0.0932	04/05/2022 17:29	CET	114917	10920.2281
AIR FRANCE -KLM	FR0000031122	AF	Euronext Paris, Amsterdam	EUR	3.959	3.995	3.87	3.905	04/05/2022 17:35	CET	2497774	9736737.643
AIR LIQUIDE	FR0000120073	AI	Euronext Paris	EUR	163.90	164.40	162.40	163.54	04/05/2022 17:35	CET	447216	73148777.78
AIR MARINE	FR0013285103	MLAIM	Euronext Access Paris	EUR	1.60	1.60	1.60	1.60	04/05/2022 11:30	CET	265	424.00
AIRBUS	NL0000235190	AIR	Euronext Paris	EUR	106.70	107.54	102.58	102.58	04/05/2022 17:38	CET	1827042	189951020.98
AIRTIME	IT0005450819	ALAIR	Euronext Growth Paris	EUR	37.80	37.80	37.80	37.80	26/04/2022 14:51	CET	10	378.00
AIRWELL	FR0014003V77	MLAIR	Euronext Access Paris	EUR	3.66	3.66	3.66	3.66	04/05/2022 11:30	CET	52	190.32
AKKA TECHNOLOGIES	FR0004180537	AKA	Euronext Paris, Brussels	EUR	48.90	49.00	48.90	48.90	04/05/2022 17:35	CET	20200	987880.55
AKWEL	FR0000053027	AKW	Euronext Paris	EUR	17.90	17.90	17.02	17.52	04/05/2022 17:35	CET	3673	63563.86
ALAN ALLMAN	FR0000062465	AAA	Euronext Paris	EUR	13.30	14.00	13.30	14.00	04/05/2022 17:06	CET	74	1020.30
ALBIOMA	FR0000060402	ABIO	Euronext Paris	EUR	50.55	50.85	50.50	50.70	04/05/2022 17:35	CET	148685	7532429.30
ALBIOMA BSAAR 2018	FR0013368438	ABIBS	Euronext Growth Paris	EUR	23.90	23.90	23.90	23.90	05/04/2022 10:38	CET	96	2294.40
ALCHIMIE	FR0014000JX7	ALCHI	Euronext Growth Paris	EUR	3.60	3.72	3.60	3.72	04/05/2022 17:35	CET	2010	7368.18
ALD	FR0013258662	ALD	Euronext Paris	EUR	12.96	13.34	12.92	13.28	04/05/2022 17:35	CET	160236	2115980.34
