Name	ISIN	Symbol	Market	Trading Currency	Open	High	Low	Last	Last Date/Time	Time Zone	Volume	Turnover
European Equities
20 Aug 2021
All datapoints provided as of end of last active trading day.
1000MERCIS	FR0010285965	ALMIL	Euronext Growth Paris	EUR	18.40	18.45	18.40	18.45	20/08/21 15:57	CET	457	8419.10
2CRSI	FR0013341781	2CRSI	Euronext Paris	EUR	4.17	4.20	4.17	4.19	20/08/21 16:18	CET	1573	6571.40
2MX ORGANIC	FR0014000T90	2MX	Euronext Paris	EUR	9.819	9.85	9.751	9.801	20/08/21 17:35	CET	1620	15907.462
2MX ORGANIC BS	FR0014000TB2	2MXBS	Euronext Paris	EUR	0.25	0.25	0.25	0.25	18/08/21 15:28	CET	55000	13750.00
A TOUTE VITESSE	FR0010050773	MLATV	Euronext Access Paris	EUR	1.48	1.48	1.35	1.35	13/11/19 16:53	CET	378	521.87
A.S.T. GROUPE	FR0000076887	ASP	Euronext Paris	EUR	6.22	6.34	6.22	6.24	20/08/21 17:35	CET	2516	15841.58
AB SCIENCE	FR0010557264	AB	Euronext Paris	EUR	13.55	14.20	13.34	13.80	20/08/21 17:35	CET	376875	5189319.87
ABC ARBITRAGE	FR0004040608	ABCA	Euronext Paris	EUR	7.22	7.24	7.21	7.23	20/08/21 17:35	CET	6663	48136.80
ABEO	FR0013185857	ABEO	Euronext Paris	EUR	15.00	15.00	14.55	14.85	20/08/21 17:35	CET	758	11223.80
ABIONYX PHARMA	FR0012616852	ABNX	Euronext Paris	EUR	1.014	1.014	0.96	0.987	20/08/21 17:35	CET	214907	210344.259
ABIVAX	FR0012333284	ABVX	Euronext Paris	EUR	27.55	28.00	27.00	27.70	20/08/21 17:35	CET	16789	461543.00
ABO GROUP	BE0974278104	ABO	Euronext Brussels, Paris	EUR	6.00	6.00	5.90	5.95	20/08/21 16:47	CET	8185	48797.25
ACANTHE DEV.	FR0000064602	ACAN	Euronext Paris	EUR	0.396	0.411	0.396	0.411	19/08/21 15:12	CET	2286	938.18
ACCOR	FR0000120404	AC	Euronext Paris	EUR	28.11	28.16	27.61	28.04	20/08/21 17:35	CET	680708	19025016.82
ACCOR AC SHARES	FR0014003PZ3	AAC	Euronext Paris	EUR	9.601	9.89	9.601	9.89	13/08/21 16:11	CET	101	984.68
ACCOR AC WARRANTS	FR0014003QK3	AACW	Euronext Paris	EUR	0.40	0.40	0.40	0.40	30/07/21 09:00	CET	3	1.20
ACCOR NV21	FR00140015P7	ACNV	Euronext Paris	EUR	-	-	-	-	-	CET	-	-
ACHETER-LOUER.FR	FR0010493510	ALALO	Euronext Growth Paris	EUR	0.0122	0.0125	0.0121	0.0122	20/08/21 17:28	CET	7629311	93276.0179
ACTEOS	FR0000076861	EOS	Euronext Paris	EUR	2.37	2.40	2.36	2.36	20/08/21 16:44	CET	248	588.01
ACTIA GROUP	FR0000076655	ATI	Euronext Paris	EUR	3.18	3.20	3.15	3.18	20/08/21 17:27	CET	5724	18204.28
ACTIVIUM GROUP	FR0010979377	MLACT	Euronext Access Paris	EUR	1.36	1.47	1.36	1.47	12/08/21 16:30	CET	45	62.30
ADA	FR0000053076	ALADA	Euronext Growth Paris	EUR	10.60	10.80	10.60	10.60	20/08/21 17:23	CET	362	3873.70
